source_name,event_date,event_title,event_description,location_description,location_accuracy_km,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,event_import_source,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,gazetteer_distance,year,month,season,severity
www.nagalandpost.com,2013-08-16,"Longlem, Nagaland","Two villages- Oting and Longlem under 41 Tizit A/C remained  cut-off from the rest of the district due to heavy mudslide that occurred on August 16 last. The mudslide covered about 60-70 metre stretch of road near Longlem village. It has been reported that the residents of both the villages were facing shortage of essential commodities as their life-line has been blocked by the mudslide for more than 10 days. It may be mentioned that a JCB had reached the major mudslide site on August 20 to clear the road. However, according to a villager, the JCB which had gone for refueling on August 22, before clearing even 1/3 (one third) of the affected road, never returned.","Longlem, Nagaland",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.8727,94.9275,0,Nagaland,Mon,20.79,2013,8,monsoon,low
Nepal News,2008-08-30,"Chokchissapani VDC-9, Tanahun District",multiple landslides occurred throughout district,"Chokchissapani VDC-9, Tanahun District",5.0,landslide,rainfall,2.0,unknown,3.0,GLC,28.10025822,84.42143526,1,Gandaki,Bartar,2.86,2008,8,monsoon,medium
The Himalayan Times,2017-06-23,Fatal landslide on Narayabgadh-Muglin Road in Kalikhola,"Landslide after incessant rainfall on Narayangharh-Muglin road buries police van returning from inspecting another landslide. 4 policeman killed as van swept into Trishuli River. Landslide also sweeps truck into river, driver unharmed and passenger hospitalized.","Kalikhola (??), Narayani Zone, Nepal",25.0,landslide,rainfall,2.0,infrastructure,4.0,GLC,27.8080337,84.43352419,1,Narayani,Narayangarh,13.97,2017,6,monsoon,medium
Firstpost,2017-07-10,Fatal landslide in Narayanpur,Landslide during heavy rains and flooding throughout Assam State kills two,"Narayanpur, Lakhimpur, Assam, 784164",25.0,landslide,rainfall,2.0,unknown,2.0,GLC,26.95147008,93.86686394,0,Assam,Dergaon,29.39,2017,7,monsoon,medium
Himalayan Times,2016-08-08,Keyarpani of Soti Bazaar in Thumi VDC,A woman died in a landslide at Keyarpani of Soti Bazaar in Thumi VDC of the district on Sunday.,Keyarpani of Soti Bazaar in Thumi VDC,10.0,landslide,unknown,2.0,unknown,1.0,GLC,28.1314,84.8272,1,Gandaki,Ku-la-ko,13.13,2016,8,monsoon,medium
morungexpress,2010-06-17,"Shayoung Ward(?), Longleng, Nagaland","Longleng, June 18 (MExN): Property worth lakh of rupees was destroyed when a thatched house belonging to one Hemshi Phiom was washed away by landslide at Longleng district. The incident occurred at Shayoung Ward around 7.30 pm last night due to monsoon rain. None of the household goods could be saved as it was washed away completely by the landslide. There was no report of human causality.","Shayoung Ward(?), Longleng, Nagaland",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.4333,94.8833,0,Nagaland,Chinglong,20.88,2010,6,monsoon,low
E-PAO,2015-08-20,between Phesama and Kuima in Nagaland,The situation has been worsened as another huge landslide occurred at the same place on Thursday at around 6 pm.,between Phesama and Kuima in Nagaland,5.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,25.6263,94.1057,0,Nagaland,Sochumei,21.07,2015,8,monsoon,low
www.hindustantimes.com,2013-06-15,"Tapri Near Rekong Peo, Kinnaur District","Heavy rains lashed various parts of Himachal Pradesh while high altitude areas had first spell of early light snowfall, causing sharp fall in mercury. The mercury dipped to 6.1 degrees Celsius at Keylong in tribal Lahaul and Spiti district. The rains triggered a massive landslide in Tapri near Rekong Peo in Kinnaur district, damaging over a dozen cowsheds and some houses, reports reaching Shimla said. Paonta Sahib in Sirmaur district was wettest in the region with 200 mm of rains while Una and Dharampur each recorded 70 mm of rains. Bangana had 65 mm of rains followed by Kalpa 62 mm, Nahan 58 mm, Dundernagar 47 mm, Jubal, Bharmaur and Bilaspur 45 mm each, Solan 40 mm, Jubbar Hatti 36 mm, Kotkhai 34 mm, Jogindernagar and Manali 32 mm, Seobagh 27 mm, Bajura and Keylong 25 mm and Shimla 18 mm.","Tapri Near Rekong Peo, Kinnaur District",1.0,landslide,rainfall,2.0,unknown,0.0,GLC,31.5168,78.0976,0,Himachal Pradesh,Oling,6.28,2013,6,monsoon,low
ibnlive.in.com,2013-06-18,Road Near Tipri To Kedarnath,(video) It is becoming difficult to reach people stranded in Uttarakhand by roads with massive landslides leading to roadblocks. CNN-IBN found one such landslide in Tipri on its way to Kedarnath.,Road Near Tipri To Kedarnath,5.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.3797,78.5017,0,Uttaranchal,Chham,21.44,2013,6,monsoon,low
ekantipur.com,2013-07-22,"Bartung-Ramdi Section, Siddhartha Highway","Landslips in various parts of the Tansen-Tamghas and Bartung-Ramdi sections of Siddhartha Highway have disrupted vehicular movement, while flood waters have waterlogged the Madiphant and Prabhas regions.","Bartung-Ramdi Section, Siddhartha Highway",10.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.859,83.6014,1,Lumbini,Tansen,5.55,2013,7,monsoon,low
expressindia,2008-09-19,"NH 22, Kinnaur district",NH 22 was blocked at various points due to landslides beyond Wangtoo and the road leading to Pooh sub-division was cut off for vehicular traffic near Spillo,"NH 22, Kinnaur district",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,31.587,78.315,0,Himachal Pradesh,Oling,17.2,2008,9,monsoon,low
ibnlive.in,2011-07-06,"Gangortri-Rishikesh highway, at Narendranagar in Tehri district of Uttarakhand","Dehradun, Jul 6 (PTI) Many people were stranded at Gangortri-Rishikesh highway as landslides triggered by heavy rain blocked vehicular traffic at Narendranagar in Tehri district of Uttarakhand. The workers were pressed to clear the landslides at Narendranagar where hundreds of vehicles were waiting for the clearance of the road, an official of disaster management department said. ""We expect the road to be cleared in the next 8 to 12 hours,"" the official said. However, other roads to shrines like Badrinath were clear, he said. Meanwhile, overall weather conditions improved in the state this morning after a heavy downpour last night.","Gangortri-Rishikesh highway, at Narendranagar in Tehri district of Uttarakhand",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.3214,78.0319,0,Uttaranchal,Dehra Dun,2.09,2011,7,monsoon,low
The Straits Times,2015-07-16,Pokhara,"A landslide triggered by heavy monsoon rains buried parts of a school in western Nepal on Thursday, killing a student and injuring 12 people.  Police said the landslide buried three classrooms at the school in Pokhara where students were sitting end-of-term exams.",Pokhara,10.0,landslide,rainfall,2.0,other,1.0,GLC,28.1996,84.0011,1,Gandaki,Gate,9.55,2015,7,monsoon,medium
dailyindia,2009-09-03,Marhi region of Himachal Pradesh,A landslide left scores of passengers stranded in Maddi region of Himachal Pradesh. Tourists on their way to Rohtang Pass were left stranded after the Border Road Organisation (BRO) closed the road for clearing operation.,Marhi region of Himachal Pradesh,10.0,landslide,rainfall,2.0,unknown,0.0,GLC,32.351,77.2234,0,Himachal Pradesh,Chandra,7.01,2009,9,monsoon,low
myrepublica,2009-08-20,"Jogbuda-4, Malas","A landslide destroyed three houses in Jogbuda-4, Malas according to the Area Police Office. Similarly, some families in Amargadi municipality have also been displaced due to fear of landslide. Sixty-eight families from various Village Development Committees (VDC) in the district have been displaced due to fear of landslides.","Jogbuda-4, Malas",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,29.0958,80.3125,1,Mahakali,Jogbura,5.11,2009,8,monsoon,low
articles.timesofindia,2012-07-05,"Dhalli, Himachal Pradesh","The downpour on Thursday brought in problems of landslides, water logging in houses and uprooting of trees. Traffic on Sanjauli -Indira Gandhi Medical College came to a standstill due to uprooting of trees and five vehicles were damaged at Dhalli due to landslide and an old building of Sanjauli School had to be evacuated, as it was inundated with water. Classes could not be held in it on Thursday as the ground floor of newly-constructed school was also filled with water. Besides Sanjauli, Lower Bazaar, Ram Bazaar, Dhalli and other alleys witnessed water logging.","Dhalli, Himachal Pradesh",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,31.1066,77.209,0,Himachal Pradesh,Simla,13.36,2012,7,monsoon,low
articles.timesofindia.indiatimes.com,2013-09-07,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),"The Army launched massive rescue operations in east and north Sikkim since Saturday and rescued 40 stranded tourists and several injured workers of an engineering firm caught in landslides. While the tourists were on their way to Nathu La, the engineering firm was based in Chungthang. ""Around 3pm on Saturday, a massive landslide occurred at 14 Milestone of J N Marg near Kyangnosola (East Sikkim). A convoy of 11 vehicles ferrying 40 tourists to Nathu La were stranded in rain and bad weather. The group comprised five small children and 11 women. On receiving an alert, the Army swung into action and escorted the tourists to safety at the nearest camp. There, they were made comfortable. Milk was arranged for the children. They were also provided with bedding, blankets and medical aid to tide over the harsh weather during the night,"" said Gr Capt T K Singha, CPRO, Ministry of Defence, Kolkata. The following day, the landslides were cleared by the Border Roads personnel and the tourists were",14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),25.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.3736,88.7323,0,Sikkim,Xarsingma,19.88,2013,9,monsoon,low
Early Times,2017-04-12,Fatal rockfal at Samroli,"Rock from rockfall hits moving vehicle, kills driver","Samroli, Udhampur Sub-District, Udhampur, Jammu & Kashmir, India",1.0,rock_fall,rainfall,1.0,infrastructure,1.0,GLC,32.99132221,75.19427899,0,Jammu and Kashmir,Udhampur,9.97,2017,4,non_monsoon,medium
asiantribune,2011-07-03,Rural roads in Arghakhanchi,"Kathmandu, 03 July, (Asiantribune.com):  Flood and landslide triggered by incessant rainfall over the past few days in different parts of the country have killed at least 12 persons including three children from a single family and displaced hundreds of families. The torrential rains have also inundated dozens of houses and damaged roads, obstructing vehicular movement in various parts of the country.  Reports said three siblings of same family were killed by landslide triggered by excessive rainfall in Malatikot VDC-7 of Achchham district in western Nepal on Saturday. They met tragic death when their mother had gone to nearby river to fetch drinking water.  Likewise, a girl was buried to death by landslide in Tanahu district in central part of the country. Jyoti Thapa, 12, of Bhagawatipur VDC-5 in the district was buried to death while out cutting grass.  Similarly in neighboring Arghakhanchi district, two persons have been killed in separate mishaps caused by incessant rains. Kunti M",Rural roads in Arghakhanchi,5.0,landslide,rainfall,2.0,unknown,2.0,GLC,27.7394,83.5754,1,Lumbini,Butwal,12.18,2011,7,monsoon,medium
ibnlive.in,2011-06-07,"road to Badrinath shrine, Uttarakhand","Jun 8 (PTI)  .Landslides in the area also disrupted traffic heading for Badrinath shrine, leaving pilgrims stranded. Police said efforts are on to normalise the affected routes.The state experienced light to moderate rainfall at several places.During the past 24 hours, Champawat received 44.0 mm rainfall, Kausani 29.6 mm, Ranikhet and Bageshwar both 16.0, Karanprayag 13.4 and Dehra Dun and Mussoorie both 3.0 mm, Met office said.","road to Badrinath shrine, Uttarakhand",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.5319,79.3541,0,Uttaranchal,Gaundar,19.57,2011,6,monsoon,low
allafrica.com,2012-06-06,"Dibang, Arunachal Pradesh","Landslides triggered by torrential rain over the last couple of days have disrupted the road link between Dibang and Lower Dibang Valley districts in Arunachal Pradesh. Anini and Roing, the headquarters of both the districts, have been cut off for the last three days as mounds of debris, stones and mud brought down by heavy showers block the road at several points, official sources said here on Tuesday.","Dibang, Arunachal Pradesh",10.0,landslide,rainfall,2.0,unknown,0.0,GLC,29.2409,95.9761,0,Arunachal Pradesh,Andzamkho,24.05,2012,6,monsoon,low
www.himvani.com,2013-08-07,"Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh","ItÕs almost three weeks now when due to heavy rainfall, fifteen army houses were razed to ground and over a dozen houses were badly damaged as a massive landslide triggered the area. The houses were mainly of ex-servicemen. The incident took place at Tirah Lines which is almost 5 kms from Dharamshala. There was no loss of life as people moved to safer places as soon as they got to know about this. The news went viral. In no time army reached the place and helped the victims. Mrs. Parvati, a resident of the place said, ÒArmy men followed by Himachal police, home-guards, people from taxi stand and nearby areas helped us in tough timesÓ. The place was later visited by Mr. Sudhir Sharma, who overlooked the situation and promised to help the victims. At that time, victims were residing in tents in army area. But now, government has provided them with apartments in I&PH colony at Darnu, which is few kilometers from Dharamshala. This accommodation is provided to them for the next one year. Th","Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,32.2322,76.3037,0,Himachal Pradesh,Dharmsala,1.9,2013,8,monsoon,low
